Student_ID,Subject,Exam_Score,Homework_Completion_pct,Full_Name,Grade_Level,Attendance_Rate_%,Overall_Attendance_Rate_%,Homework_Done_Rate_%
S00155,History,64.0,90.0,Sean Baker,Grade 3,37.5,33.3,50.0
S00155,Math,63.0,90.0,Sean Baker,Grade 3,33.3,33.3,50.0
S00155,Science,79.0,80.0,Sean Baker,Grade 3,33.3,33.3,50.0
S00157,Arabic,44.0,100.0,Derrick Hall,Grade 3,40.0,21.4,42.9
S00157,English,78.0,100.0,Derrick Hall,Grade 3,20.0,21.4,42.9
S00157,Math,49.0,90.0,Derrick Hall,Grade 3,22.2,21.4,42.9
S00158,English,90.0,90.0,jordan compton,Grade 3,0.0,24.0,66.7
S00158,Science,95.5,95.0,jordan compton,Grade 3,0.0,24.0,66.7
S00159,Arabic,91.0,-5.0,Erika Johnson,Grade 1,16.7,29.0,33.3
S00159,English,97.0,100.0,Erika Johnson,Grade 1,50.0,29.0,33.3
S00159,Geography,94.0,95.0,Erika Johnson,Grade 1,50.0,29.0,33.3
S00159,History,95.0,-5.0,Erika Johnson,Grade 1,14.3,29.0,33.3
S00160,Arabic,59.0,95.0,Robert Gibson,Grade 5,12.5,21.6,0.0
S00160,English,76.0,-5.0,Robert Gibson,Grade 5,22.2,21.6,0.0
S00160,Math,86.0,97.5,Robert Gibson,Grade 5,50.0,21.6,0.0
S00161,Geography,93.0,60.0,Jill Valdez,Grade 2,0.0,19.2,28.6
S00161,History,110.0,-5.0,Jill Valdez,Grade 2,16.7,19.2,28.6
S00162,Geography,76.0,100.0,Robert Baxter,Grade 3,20.0,42.3,0.0
S00162,History,51.0,80.0,Robert Baxter,Grade 3,0.0,42.3,0.0
S00162,Math,48.0,100.0,Robert Baxter,Grade 3,28.6,42.3,0.0
S00163,English,103.0,-5.0,Ryan Gordon,Grade 1,66.7,37.5,100.0
S00163,Geography,91.0,95.0,Ryan Gordon,Grade 1,20.0,37.5,100.0
S00163,Math,78.0,90.0,Ryan Gordon,Grade 1,50.0,37.5,100.0
S00164,Math,59.5,95.0,Angela Gregory,Grade 2,28.6,20.0,33.3
S00164,Science,47.0,100.0,Angela Gregory,Grade 2,16.7,20.0,33.3
S00165,Arabic,96.0,90.0,Christina Parker,Grade 4,0.0,20.0,0.0
S00165,History,91.0,-5.0,Christina Parker,Grade 4,40.0,20.0,0.0
S00166,English,41.0,80.0,Melissa Williams,Grade 5,0.0,32.1,20.0
S00166,Geography,45.0,95.0,Melissa Williams,Grade 5,37.5,32.1,20.0
S00166,History,62.0,95.0,Melissa Williams,Grade 5,50.0,32.1,20.0
S00167,English,77.0,95.0,Mrs. Jody Campbell,Grade 5,22.2,21.1,50.0
S00167,Science,83.5,92.5,Mrs. Jody Campbell,Grade 5,,21.1,50.0
S00168,Geography,54.0,95.0,Abigail Ochoa,Grade 1,33.3,16.7,100.0
S00168,History,101.0,90.0,Abigail Ochoa,Grade 1,25.0,16.7,100.0
S00168,Math,87.0,-5.0,Abigail Ochoa,Grade 1,0.0,16.7,100.0
S00169,Geography,101.0,100.0,Susan Lloyd,Grade 3,66.7,42.3,14.3
S00169,Math,74.0,90.0,Susan Lloyd,Grade 3,0.0,42.3,14.3
S00170,English,56.0,100.0,Krista Stewart,Grade 5,42.9,28.0,40.0
S00171,English,101.0,80.0,James Davila,Grade 2,37.5,30.0,25.0
S00171,Math,105.0,100.0,James Davila,Grade 2,0.0,30.0,25.0
S00172,Math,88.0,95.0,Julia Barnes,Grade 2,33.3,34.8,16.7
S00173,Arabic,45.0,-5.0,Gregory Santos,Grade 3,40.0,28.6,25.0
S00173,History,61.5,45.0,Gregory Santos,Grade 3,18.2,28.6,25.0
S00173,Math,80.0,95.0,Gregory Santos,Grade 3,0.0,28.6,25.0
S00173,Science,82.0,95.0,Gregory Santos,Grade 3,22.2,28.6,25.0
S00174,English,52.0,95.0,Michael Smith,Grade 2,33.3,25.0,0.0
S00174,History,44.0,90.0,Michael Smith,Grade 2,33.3,25.0,0.0
S00174,Math,45.0,100.0,Michael Smith,Grade 2,0.0,25.0,0.0
S00175,Arabic,80.0,90.0,Cynthia Torres MD,Grade 4,100.0,27.8,100.0
S00175,Math,49.0,90.0,Cynthia Torres MD,Grade 4,0.0,27.8,100.0
S00176,Arabic,50.0,95.0,Tyler Adams,Grade 3,33.3,20.0,0.0
S00177,Arabic,70.0,45.0,rachel morgan,Grade 1,25.0,28.0,40.0
S00177,Geography,78.0,100.0,rachel morgan,Grade 1,33.3,28.0,40.0
S00178,English,104.0,80.0,Jessica Roberson,Grade 1,25.0,26.5,14.3
S00178,Geography,82.0,23.333333333333332,Jessica Roberson,Grade 1,12.5,26.5,14.3
S00178,Science,99.0,90.0,Jessica Roberson,Grade 1,25.0,26.5,14.3
S00179,Arabic,79.0,-5.0,Christopher Carter,Grade 3,20.0,25.9,33.3
S00180,History,52.0,47.5,Carla Allen,Grade 5,33.3,22.2,0.0
S00181,Geography,96.0,90.0,Gregory Davis,Grade 4,33.3,30.8,0.0
S00181,Science,63.0,95.0,Gregory Davis,Grade 4,33.3,30.8,0.0
S00182,Arabic,72.5,92.5,Jimmy Mcintosh,Grade 1,0.0,23.1,25.0
S00182,English,77.5,37.5,Jimmy Mcintosh,Grade 1,100.0,23.1,25.0
S00182,History,88.0,90.0,Jimmy Mcintosh,Grade 1,33.3,23.1,25.0
S00182,Math,84.0,-5.0,Jimmy Mcintosh,Grade 1,20.0,23.1,25.0
S00182,Science,55.0,100.0,Jimmy Mcintosh,Grade 1,33.3,23.1,25.0
S00183,Arabic,59.0,90.0,John Tyler,Grade 2,33.3,31.8,25.0
S00183,Geography,64.0,100.0,John Tyler,Grade 2,16.7,31.8,25.0
S00183,Math,52.0,80.0,John Tyler,Grade 2,33.3,31.8,25.0
S00184,Arabic,77.0,80.0,Mathew Thomas,Grade 5,50.0,30.0,14.3
S00184,Geography,49.0,95.0,Mathew Thomas,Grade 5,33.3,30.0,14.3
S00184,History,61.0,80.0,Mathew Thomas,Grade 5,20.0,30.0,14.3
S00184,Science,86.0,90.0,Mathew Thomas,Grade 5,100.0,30.0,14.3
S00185,Math,49.0,90.0,Roy Booth,Grade 2,33.3,35.3,0.0
S00185,Science,92.0,80.0,Roy Booth,Grade 2,40.0,35.3,0.0
S00186,English,61.0,100.0,Holly Moore,Grade 5,50.0,25.6,50.0
S00186,Geography,94.0,95.0,Holly Moore,Grade 5,0.0,25.6,50.0
S00186,Science,70.0,-5.0,Holly Moore,Grade 5,44.4,25.6,50.0
S00187,Arabic,99.0,100.0,John Williams,Grade 4,66.7,39.0,50.0
S00187,English,93.5,85.0,John Williams,Grade 4,40.0,39.0,50.0
S00188,Arabic,47.0,100.0,Jeffrey Barnes,Grade 2,25.0,15.6,66.7
S00188,History,70.0,90.0,Jeffrey Barnes,Grade 2,0.0,15.6,66.7
S00188,Math,77.0,100.0,Jeffrey Barnes,Grade 2,42.9,15.6,66.7
S00189,History,48.0,90.0,Morgan Diaz,Grade 2,28.6,33.3,66.7
S00189,Math,95.0,100.0,Morgan Diaz,Grade 2,37.5,33.3,66.7
S00189,Science,77.5,95.0,Morgan Diaz,Grade 2,40.0,33.3,66.7
S00190,Arabic,70.0,-5.0,Daniel Baxter,Grade 5,75.0,20.0,33.3
S00190,Geography,71.0,90.0,Daniel Baxter,Grade 5,25.0,20.0,33.3
S00190,History,91.0,90.0,Daniel Baxter,Grade 5,25.0,20.0,33.3
S00191,Arabic,47.0,-5.0,Samantha Jackson,Grade 2,20.0,17.4,20.0
S00191,English,53.0,80.0,Samantha Jackson,Grade 2,33.3,17.4,20.0
S00191,History,63.0,95.0,Samantha Jackson,Grade 2,0.0,17.4,20.0
S00191,Science,45.0,95.0,Samantha Jackson,Grade 2,0.0,17.4,20.0
S00192,Geography,79.0,90.0,Christy Frazier,Grade 2,0.0,16.7,18.2
S00193,Arabic,93.0,90.0,Molly Davis,Grade 4,,23.1,71.4
S00193,Science,94.0,100.0,Molly Davis,Grade 4,33.3,23.1,71.4
S00194,Math,76.5,95.0,barbara frederick,Grade 4,20.0,10.3,0.0
S00195,Arabic,78.0,100.0,Rita Sosa,Grade 4,100.0,25.0,33.3
S00195,English,76.0,95.0,Rita Sosa,Grade 4,50.0,25.0,33.3
S00195,Geography,101.0,90.0,Rita Sosa,Grade 4,66.7,25.0,33.3
S00195,Science,70.5,90.0,Rita Sosa,Grade 4,0.0,25.0,33.3
S00196,Arabic,57.0,90.0,Anna Good,Grade 3,100.0,22.2,37.5
S00196,Science,72.5,47.5,Anna Good,Grade 3,0.0,22.2,37.5
S00197,English,45.0,90.0,John Mclaughlin,Grade 2,40.0,26.1,0.0
S00197,Science,78.66666666666667,26.666666666666668,John Mclaughlin,Grade 2,0.0,26.1,0.0
S00198,English,99.0,95.0,Haley Young,Grade 5,0.0,15.2,40.0
S00198,History,109.0,90.0,Haley Young,Grade 5,0.0,15.2,40.0
S00199,Geography,57.0,-5.0,Renee Hunt,Grade 3,20.0,24.2,33.3
S00200,English,73.0,100.0,Daniel Stewart,Grade 4,20.0,9.1,25.0
S00200,Math,57.0,80.0,Daniel Stewart,Grade 4,0.0,9.1,25.0
S00201,History,79.5,97.5,Thomas Pugh,Grade 5,33.3,38.5,20.0
S00201,Math,86.0,85.0,Thomas Pugh,Grade 5,25.0,38.5,20.0
S00202,English,67.0,95.0,Laura Smith,Grade 5,0.0,13.6,0.0
S00202,History,76.0,80.0,Laura Smith,Grade 5,0.0,13.6,0.0
S00203,English,43.0,97.5,Andrew Shepard,Grade 1,33.3,28.6,37.5
S00203,History,67.0,100.0,Andrew Shepard,Grade 1,60.0,28.6,37.5
S00203,Math,106.0,90.0,Andrew Shepard,Grade 1,0.0,28.6,37.5
S00204,Geography,40.0,95.0,April Mann,Grade 4,33.3,32.0,66.7
S00204,History,74.0,80.0,April Mann,Grade 4,71.4,32.0,66.7
S00204,Math,72.0,-5.0,April Mann,Grade 4,0.0,32.0,66.7
S00204,Science,97.0,100.0,April Mann,Grade 4,0.0,32.0,66.7
S00205,Arabic,93.0,80.0,Danielle Carter,Grade 3,14.3,29.0,50.0
S00205,English,83.0,80.0,Danielle Carter,Grade 3,0.0,29.0,50.0
S00205,Science,47.0,100.0,Danielle Carter,Grade 3,50.0,29.0,50.0
S00206,Math,78.0,90.0,suzanne gilbert,Grade 1,33.3,40.6,66.7
S00207,Arabic,93.0,95.0,Samantha Phillips,Grade 5,50.0,21.9,25.0
S00207,Geography,67.0,85.0,Samantha Phillips,Grade 5,11.1,21.9,25.0
S00207,Math,102.0,100.0,Samantha Phillips,Grade 5,0.0,21.9,25.0
S00207,Science,87.5,92.5,Samantha Phillips,Grade 5,42.9,21.9,25.0
S00208,Arabic,77.0,80.0,Troy Dudley,Grade 4,40.0,22.2,33.3
S00208,Geography,55.0,80.0,Troy Dudley,Grade 4,0.0,22.2,33.3
S00209,English,50.0,95.0,Daniel Bennett,Grade 4,25.0,13.8,21.4
S00209,Geography,43.0,80.0,Daniel Bennett,Grade 4,0.0,13.8,21.4
S00209,Science,108.0,95.0,Daniel Bennett,Grade 4,12.5,13.8,21.4
S00210,Arabic,63.0,90.0,Brenda Butler,Grade 4,20.0,20.0,0.0
S00210,Science,48.0,-5.0,Brenda Butler,Grade 4,28.6,20.0,0.0
S00211,Arabic,108.0,80.0,Jessica West,Grade 5,25.0,25.0,28.6
S00211,English,100.0,90.0,Jessica West,Grade 5,50.0,25.0,28.6
S00211,Geography,94.0,90.0,Jessica West,Grade 5,25.0,25.0,28.6
S00211,History,64.5,42.5,Jessica West,Grade 5,42.9,25.0,28.6
S00211,Math,75.0,80.0,Jessica West,Grade 5,0.0,25.0,28.6
S00211,Science,51.0,95.0,Jessica West,Grade 5,14.3,25.0,28.6
S00212,Arabic,44.0,-5.0,Kristin Drake,Grade 1,40.0,37.8,50.0
S00212,English,69.0,100.0,Kristin Drake,Grade 1,50.0,37.8,50.0
S00212,Geography,61.5,85.0,Kristin Drake,Grade 1,40.0,37.8,50.0
S00212,History,56.5,90.0,Kristin Drake,Grade 1,33.3,37.8,50.0
S00212,Science,42.0,-5.0,Kristin Drake,Grade 1,22.2,37.8,50.0
S00213,Arabic,77.0,80.0,William Patterson,Grade 5,0.0,28.1,42.9
S00213,Science,71.5,87.5,William Patterson,Grade 5,0.0,28.1,42.9
S00214,English,91.0,-5.0,Allison Cruz,Grade 2,0.0,16.0,50.0
S00214,Math,89.5,42.5,Allison Cruz,Grade 2,16.7,16.0,50.0
S00215,History,46.0,90.0,Marie Carter,Grade 2,25.0,31.6,50.0
S00215,Science,66.0,95.0,Marie Carter,Grade 2,25.0,31.6,50.0
S00216,English,44.0,80.0,Stephen Vaughn,Grade 3,0.0,12.9,66.7
S00216,Geography,107.0,90.0,Stephen Vaughn,Grade 3,50.0,12.9,66.7
S00217,English,48.0,100.0,Donna Taylor,Grade 4,0.0,10.0,40.0
S00217,History,88.5,90.0,Donna Taylor,Grade 4,0.0,10.0,40.0
S00217,Math,74.0,67.5,Donna Taylor,Grade 4,33.3,10.0,40.0
S00217,Science,60.0,-5.0,Donna Taylor,Grade 4,0.0,10.0,40.0
S00218,Math,78.0,90.0,Lisa Cooley,Grade 1,0.0,15.4,0.0
S00219,English,57.0,80.0,Jonathan Ward,Grade 1,22.2,26.1,0.0
S00219,Geography,100.0,90.0,Jonathan Ward,Grade 1,33.3,26.1,0.0
S00219,Math,42.0,95.0,Jonathan Ward,Grade 1,0.0,26.1,0.0
S00219,Science,103.0,80.0,Jonathan Ward,Grade 1,0.0,26.1,0.0
S00220,Arabic,67.0,80.0,Wanda Sanchez,Grade 1,0.0,23.3,33.3
S00221,Arabic,83.0,-5.0,christopher maynard,Grade 3,33.3,13.9,0.0
S00221,History,93.0,-5.0,christopher maynard,Grade 3,0.0,13.9,0.0
S00221,Math,50.0,80.0,christopher maynard,Grade 3,0.0,13.9,0.0
S00221,Science,55.0,100.0,christopher maynard,Grade 3,0.0,13.9,0.0
S00222,Arabic,78.5,45.0,Juan Richard,Grade 3,0.0,18.2,30.0
S00222,English,49.0,-5.0,Juan Richard,Grade 3,0.0,18.2,30.0
S00222,History,65.0,95.0,Juan Richard,Grade 3,20.0,18.2,30.0
S00222,Science,66.0,80.0,Juan Richard,Grade 3,33.3,18.2,30.0
S00223,Geography,82.0,100.0,bob mccall,Grade 1,0.0,30.0,0.0
S00223,Math,65.0,80.0,bob mccall,Grade 1,25.0,30.0,0.0
S00224,Arabic,63.0,100.0,Jennifer Malone,Grade 3,50.0,30.4,50.0
S00224,History,106.0,95.0,Jennifer Malone,Grade 3,0.0,30.4,50.0
S00224,Math,109.0,95.0,Jennifer Malone,Grade 3,40.0,30.4,50.0
S00225,Arabic,53.0,-5.0,Dennis Ibarra,Grade 3,16.7,34.5,50.0
S00225,Geography,80.0,97.5,Dennis Ibarra,Grade 3,60.0,34.5,50.0
S00226,Arabic,42.0,100.0,Jessica Garcia,Grade 4,20.0,9.7,20.0
S00226,Geography,50.0,-5.0,Jessica Garcia,Grade 4,25.0,9.7,20.0
S00226,History,51.0,90.0,Jessica Garcia,Grade 4,0.0,9.7,20.0
S00227,Arabic,102.0,80.0,Nicholas Wright,Grade 3,0.0,30.0,50.0
S00227,Math,82.0,95.0,Nicholas Wright,Grade 3,44.4,30.0,50.0
S00228,Arabic,91.0,90.0,Glenn Ashley,Grade 3,36.4,31.6,25.0
S00228,Math,85.0,95.0,Glenn Ashley,Grade 3,25.0,31.6,25.0
S00229,English,99.0,90.0,Debbie Cooper,Grade 3,33.3,18.5,50.0
S00229,Geography,51.5,97.5,Debbie Cooper,Grade 3,0.0,18.5,50.0
S00229,History,49.0,97.5,Debbie Cooper,Grade 3,28.6,18.5,50.0
S00229,Science,58.0,100.0,Debbie Cooper,Grade 3,33.3,18.5,50.0
S00230,Arabic,88.0,80.0,Christopher Haynes,Grade 1,16.7,21.4,0.0
S00230,Science,78.0,90.0,Christopher Haynes,Grade 1,20.0,21.4,0.0
S00231,Arabic,101.0,100.0,Lisa Cross,Grade 1,66.7,27.6,27.3
S00231,Science,92.0,100.0,Lisa Cross,Grade 1,0.0,27.6,27.3
S00232,Arabic,92.0,80.0,Clayton Luna,Grade 4,33.3,23.1,16.7
S00232,English,49.0,80.0,Clayton Luna,Grade 4,16.7,23.1,16.7
S00232,Geography,48.0,-5.0,Clayton Luna,Grade 4,25.0,23.1,16.7
S00232,Math,61.0,90.0,Clayton Luna,Grade 4,25.0,23.1,16.7
S00233,Math,46.0,90.0,Stephanie Murphy,Grade 5,0.0,14.3,20.0
S00234,Arabic,56.0,100.0,Ronald Wood,Grade 3,12.5,19.4,40.0
S00234,English,104.0,-5.0,Ronald Wood,Grade 3,16.7,19.4,40.0
S00234,Math,44.0,90.0,Ronald Wood,Grade 3,0.0,19.4,40.0
S00235,Math,44.0,100.0,Christine Dorsey,Grade 3,14.3,18.8,33.3
S00236,Math,76.0,42.5,Anne Waters,Grade 2,16.7,21.1,0.0
S00237,History,78.0,100.0,Robert Williams,Grade 1,12.5,18.2,0.0
S00238,Arabic,41.0,80.0,Jason Fox,Grade 4,33.3,30.4,40.0
S00238,English,59.0,95.0,Jason Fox,Grade 4,33.3,30.4,40.0
S00238,Geography,48.0,90.0,Jason Fox,Grade 4,0.0,30.4,40.0
S00240,Arabic,84.0,95.0,Eric Baxter,Grade 3,66.7,32.1,50.0
S00240,History,104.0,90.0,Eric Baxter,Grade 3,28.6,32.1,50.0
S00240,Math,65.0,87.5,Eric Baxter,Grade 3,40.0,32.1,50.0
S00241,English,82.0,-5.0,Maria Allen,Grade 2,25.0,19.4,33.3
S00241,Geography,86.0,90.0,Maria Allen,Grade 2,12.5,19.4,33.3
S00242,Geography,88.0,80.0,Sean Brooks,Grade 4,0.0,22.2,62.5
S00242,History,77.0,80.0,Sean Brooks,Grade 4,40.0,22.2,62.5
S00242,Math,77.0,90.0,Sean Brooks,Grade 4,33.3,22.2,62.5
S00243,English,70.0,95.0,Michael Shepard,Grade 1,40.0,28.6,25.0
S00244,English,53.0,-5.0,Taylor Davis,Grade 4,50.0,41.7,50.0
S00244,Math,75.0,87.5,Taylor Davis,Grade 4,60.0,41.7,50.0
S00245,Arabic,52.5,42.5,William Norton,Grade 5,25.0,11.5,66.7
S00247,History,70.0,95.0,Brittany Mccarthy,Grade 4,50.0,33.3,20.0
S00248,Arabic,77.0,95.0,Susan Turner,Grade 2,0.0,9.1,33.3
S00248,Geography,81.0,95.0,Susan Turner,Grade 2,0.0,9.1,33.3
S00249,Arabic,77.0,-5.0,Steven Smith,Grade 2,50.0,23.5,75.0
S00249,English,55.0,80.0,Steven Smith,Grade 2,16.7,23.5,75.0
S00250,History,46.0,90.0,William Logan,Grade 5,66.7,30.4,0.0
S00250,Math,79.0,-5.0,William Logan,Grade 5,0.0,30.4,0.0
S00251,Arabic,105.0,85.0,Amy Simon,Grade 2,25.0,34.4,33.3
S00251,English,52.0,80.0,Amy Simon,Grade 2,55.6,34.4,33.3
S00252,Arabic,105.0,100.0,Michelle Murphy,Grade 5,20.0,17.4,40.0
S00253,History,85.0,80.0,Clifford Bentley,Grade 2,16.7,15.0,25.0
S00253,Math,95.0,90.0,Clifford Bentley,Grade 2,12.5,15.0,25.0
S00254,History,108.0,90.0,Daniel Bender,Grade 4,100.0,48.0,25.0
S00254,Math,89.0,95.0,Daniel Bender,Grade 4,100.0,48.0,25.0
S00255,History,103.0,100.0,Spencer Wilson,Grade 1,0.0,8.1,40.0
S00255,Science,56.0,90.0,Spencer Wilson,Grade 1,0.0,8.1,40.0
S00256,History,91.5,47.5,Belinda Holt,Grade 2,14.3,15.6,20.0
S00256,Math,65.0,80.0,Belinda Holt,Grade 2,0.0,15.6,20.0
S00257,English,101.0,-5.0,Ralph Kelly,Grade 1,40.0,29.4,40.0
S00258,Science,78.0,87.5,Michael Levine,Grade 4,25.0,28.6,33.3
S00259,Arabic,48.0,95.0,Ashley Nicholson,Grade 3,25.0,26.5,33.3
S00259,English,48.0,-5.0,Ashley Nicholson,Grade 3,37.5,26.5,33.3
S00259,History,95.0,90.0,Ashley Nicholson,Grade 3,14.3,26.5,33.3
S00260,Arabic,76.0,-5.0,Caitlyn Davis,Grade 4,16.7,22.6,25.0
S00260,English,81.0,80.0,Caitlyn Davis,Grade 4,57.1,22.6,25.0
S00260,Geography,74.0,47.5,Caitlyn Davis,Grade 4,0.0,22.6,25.0
S00260,History,61.0,90.0,Caitlyn Davis,Grade 4,0.0,22.6,25.0
S00261,History,96.0,95.0,Kevin Smith,Grade 1,14.3,25.0,50.0
S00261,Math,102.0,-5.0,Kevin Smith,Grade 1,33.3,25.0,50.0
S00262,History,64.5,97.5,Kyle Luna,Grade 3,33.3,29.6,30.0
S00262,Science,59.5,95.0,Kyle Luna,Grade 3,0.0,29.6,30.0
S00263,English,98.0,90.0,dawn hodge,Grade 5,40.0,25.0,66.7
S00263,History,75.5,90.0,dawn hodge,Grade 5,0.0,25.0,66.7
S00263,Math,55.666666666666664,55.0,dawn hodge,Grade 5,0.0,25.0,66.7
S00264,Arabic,110.0,95.0,Antonio Chung,Grade 2,50.0,33.3,28.6
S00264,Geography,103.0,90.0,Antonio Chung,Grade 2,0.0,33.3,28.6
S00264,Math,49.333333333333336,95.0,Antonio Chung,Grade 2,0.0,33.3,28.6
S00265,Math,63.0,80.0,tracy chandler,Grade 3,100.0,30.3,0.0
S00266,History,110.0,90.0,Kimberly Mercer,Grade 3,25.0,35.5,50.0
S00267,English,73.0,100.0,laura mcdonald,Grade 3,66.7,25.7,50.0
S00267,History,88.5,90.0,laura mcdonald,Grade 3,20.0,25.7,50.0
S00267,Math,106.0,90.0,laura mcdonald,Grade 3,30.0,25.7,50.0
S00268,Arabic,77.0,90.0,Shawn Owens,Grade 1,14.3,34.4,0.0
S00268,History,71.0,100.0,Shawn Owens,Grade 1,42.9,34.4,0.0
S00269,English,48.5,90.0,Michael Flores,Grade 2,20.0,11.8,50.0
S00269,Geography,69.5,95.0,Michael Flores,Grade 2,12.5,11.8,50.0
S00269,History,44.0,-5.0,Michael Flores,Grade 2,0.0,11.8,50.0
S00269,Math,95.0,100.0,Michael Flores,Grade 2,0.0,11.8,50.0
S00270,Arabic,81.0,80.0,Katherine Gill,Grade 2,25.0,40.0,20.0
S00270,Geography,107.0,80.0,Katherine Gill,Grade 2,60.0,40.0,20.0
S00270,Math,40.0,100.0,Katherine Gill,Grade 2,50.0,40.0,20.0
S00270,Science,71.5,47.5,Katherine Gill,Grade 2,33.3,40.0,20.0
S00271,English,66.0,-5.0,Todd Anderson,Grade 1,20.0,24.2,50.0
S00271,Geography,41.0,90.0,Todd Anderson,Grade 1,33.3,24.2,50.0
S00271,History,61.0,95.0,Todd Anderson,Grade 1,20.0,24.2,50.0
S00271,Math,82.0,100.0,Todd Anderson,Grade 1,25.0,24.2,50.0
S00272,English,72.0,95.0,Nicholas Boone,Grade 3,0.0,6.7,33.3
S00272,History,86.0,-5.0,Nicholas Boone,Grade 3,0.0,6.7,33.3
S00272,Math,51.0,-5.0,Nicholas Boone,Grade 3,33.3,6.7,33.3
S00272,Science,87.0,90.0,Nicholas Boone,Grade 3,0.0,6.7,33.3
S00273,Arabic,55.0,80.0,Natalie Burke,Grade 1,33.3,27.3,12.5
S00273,English,55.0,90.0,Natalie Burke,Grade 1,11.1,27.3,12.5
S00273,Science,78.0,100.0,Natalie Burke,Grade 1,50.0,27.3,12.5
S00274,Arabic,72.0,80.0,William Wilkerson,Grade 3,33.3,28.9,50.0
S00274,Geography,64.0,45.0,William Wilkerson,Grade 3,20.0,28.9,50.0
S00275,Arabic,57.0,95.0,Christopher Turner,Grade 2,40.0,28.6,33.3
S00275,English,89.5,47.5,Christopher Turner,Grade 2,16.7,28.6,33.3
S00275,History,82.0,95.0,Christopher Turner,Grade 2,42.9,28.6,33.3
S00275,Science,57.0,95.0,Christopher Turner,Grade 2,0.0,28.6,33.3
S00276,English,101.0,95.0,Megan Flores,Grade 3,0.0,30.8,0.0
S00276,Geography,41.0,80.0,Megan Flores,Grade 3,30.0,30.8,0.0
S00276,History,42.0,80.0,Megan Flores,Grade 3,57.1,30.8,0.0
S00276,Math,85.0,95.0,Megan Flores,Grade 3,0.0,30.8,0.0
S00277,History,86.0,95.0,Cheryl Mason,Grade 4,14.3,41.2,50.0
S00277,Science,51.0,80.0,Cheryl Mason,Grade 4,0.0,41.2,50.0
S00278,History,40.0,90.0,Matthew Mejia,Grade 5,0.0,22.2,12.5
S00278,Science,63.0,80.0,Matthew Mejia,Grade 5,25.0,22.2,12.5
S00279,Arabic,60.0,80.0,Mr. Michael Stewart,Grade 3,33.3,32.5,71.4
S00279,English,86.0,100.0,Mr. Michael Stewart,Grade 3,42.9,32.5,71.4
S00279,Math,106.0,90.0,Mr. Michael Stewart,Grade 3,16.7,32.5,71.4
S00279,Science,85.5,90.0,Mr. Michael Stewart,Grade 3,40.0,32.5,71.4
S00280,English,83.5,92.5,Christopher Lopez,Grade 4,0.0,17.2,57.1
S00280,Geography,101.5,95.0,Christopher Lopez,Grade 4,0.0,17.2,57.1
S00280,Math,76.0,95.0,Christopher Lopez,Grade 4,50.0,17.2,57.1
S00280,Science,108.0,90.0,Christopher Lopez,Grade 4,14.3,17.2,57.1
S00281,English,55.0,80.0,Kimberly Woods,Grade 1,11.1,23.1,50.0
S00281,Geography,59.75,92.5,Kimberly Woods,Grade 1,50.0,23.1,50.0
S00282,Arabic,47.5,85.0,James Fuller,Grade 3,20.0,25.0,25.0
S00282,Geography,109.0,-5.0,James Fuller,Grade 3,42.9,25.0,25.0
S00282,History,89.33333333333333,30.0,James Fuller,Grade 3,25.0,25.0,25.0
S00283,Arabic,80.5,-5.0,Keith Booker,Grade 5,50.0,33.3,20.0
S00283,Geography,41.0,80.0,Keith Booker,Grade 5,33.3,33.3,20.0
S00283,Math,52.0,95.0,Keith Booker,Grade 5,40.0,33.3,20.0
S00284,Math,88.0,95.0,Cheryl Green,Grade 4,66.7,26.9,33.3
S00284,Science,64.5,90.0,Cheryl Green,Grade 4,33.3,26.9,33.3
S00285,Math,66.0,-5.0,Chad Wood,Grade 5,16.7,23.1,20.0
S00285,Science,84.0,95.0,Chad Wood,Grade 5,33.3,23.1,20.0
S00286,English,109.0,90.0,Martha Perez,Grade 3,25.0,21.4,57.1
S00287,Arabic,110.0,100.0,Michael Price,Grade 3,0.0,23.3,66.7
S00287,English,41.0,100.0,Michael Price,Grade 3,50.0,23.3,66.7
S00287,Geography,73.0,-5.0,Michael Price,Grade 3,33.3,23.3,66.7
S00288,English,55.0,100.0,Gary Hudson,Grade 4,0.0,16.7,50.0
S00288,Geography,88.0,100.0,Gary Hudson,Grade 4,20.0,16.7,50.0
S00288,History,110.0,90.0,Gary Hudson,Grade 4,16.7,16.7,50.0
S00289,History,75.0,-5.0,Timothy Hall,Grade 3,14.3,32.4,30.0
S00289,Math,74.0,45.0,Timothy Hall,Grade 3,62.5,32.4,30.0
S00290,Science,83.0,80.0,James Camacho,Grade 5,60.0,30.0,75.0
S00291,Arabic,76.5,45.0,Victoria Tucker,Grade 4,50.0,34.3,42.9
S00291,History,64.0,80.0,Victoria Tucker,Grade 4,14.3,34.3,42.9
S00291,Math,59.0,80.0,Victoria Tucker,Grade 4,66.7,34.3,42.9
S00292,Arabic,92.0,100.0,danny johnson,Grade 3,45.5,33.3,0.0
S00292,Geography,75.0,95.0,danny johnson,Grade 3,42.9,33.3,0.0
S00293,Arabic,49.0,95.0,Denise Ramsey,Grade 3,66.7,42.9,14.3
S00293,Geography,59.0,80.0,Denise Ramsey,Grade 3,66.7,42.9,14.3
S00294,Arabic,104.0,90.0,Michelle Barker,Grade 5,0.0,20.0,0.0
